customer_id,full_name,total_spent,transaction_count,days_since_registration,avg_order_value
CUST0529,Thomas Garcia,2996905.11,32,164,10515.45652631579
CUST0733,Antonio Brown,2996103.61,37,461,11179.491082089551
CUST0271,Bryan Wiggins,2993417.76,46,510,10393.811666666666
CUST0199,Kimberly Mcmillan,2992892.33,40,657,9471.17825949367
CUST0858,Brandon Cooper,2979428.11,33,129,12678.417489361702
CUST0395,Robert Pierce,2979133.46,38,694,9641.20860841424
CUST0926,Shannon Stephenson,2976822.47,43,430,12051.912834008097
CUST0427,Matthew Haley,2976532.36,41,413,10443.973192982456
CUST0519,Amanda Perez,2974945.46,43,452,10778.787898550725
CUST0426,Melissa Sampson,2974601.57,41,729,11440.77526923077
CUST0740,James Garza,2968779.38,41,378,10756.447028985507
CUST0123,Danielle Medina,2964858.1,45,304,8568.954046242774
CUST0863,Amy Sanchez,2962546.01,24,658,19490.434276315787
CUST0453,Melissa Turner,2956834.12,41,657,15241.412989690722
CUST0195,Chloe Green,2950008.72,49,579,10172.443862068965
CUST0171,Michael Ware,2948272.64,43,32,9994.144542372882
CUST0847,Aaron Smith,2946320.9,41,271,12075.085655737705
CUST0661,Keith Wright,2945966.57,30,227,11201.393802281369
CUST0943,Theresa Berg,2944323.99,40,667,12857.31
CUST0312,Allen Yang,2942736.15,34,26,15993.13125
CUST0042,Kimberly Hall,2937281.42,44,667,10306.250596491229
CUST0391,Sarah Gallagher,2935974.54,39,608,8317.208328611898
CUST0262,Tiffany Montgomery,2935569.43,38,693,11204.463473282443
CUST0056,Jeffrey Maxwell,2934007.33,45,625,10907.090446096654
CUST0283,William Jones,2933738.35,28,60,13709.057710280375
CUST0156,Michael Lopez,2933629.95,37,169,10946.38041044776
CUST0642,Ryan Briggs,2933317.35,47,54,11413.686186770428
CUST0754,Mark Graham,2931327.3,41,160,10321.575
CUST0557,Michael Medina,2926029.71,38,585,13300.135045454545
CUST0326,Stephen Faulkner,2925444.01,41,315,8287.376798866855
CUST0280,Samantha Martin,2921911.14,43,396,10288.419507042254
CUST0659,Karen Williams,2918891.32,40,336,9538.860522875817
CUST0792,Corey Pope,2918031.96,49,168,9413.006322580644
CUST0281,Alexandra Cordova,2913458.35,42,637,8469.35566860465
CUST0655,Jason Lee,2912975.99,52,595,7830.5806182795695
CUST0744,Clayton Kirby,2912069.38,51,240,9804.947407407408
CUST0076,David Wood,2904345.35,34,696,13571.707242990655
CUST0918,Andrew Phillips,2901780.03,41,584,10146.08402097902
CUST0419,Alan Farrell,2899762.84,38,670,12082.345166666668
CUST0634,Pamela Owens,2897538.94,31,679,11498.170396825397
CUST0623,Isaac Holland,2897537.94,36,642,12877.9464
CUST0725,Joseph Spencer,2896222.66,41,267,11821.316979591837
CUST0132,James Brewer,2895592.95,38,370,10645.56231617647
CUST0861,Deborah Phillips,2893684.89,50,296,9842.465612244898
CUST0999,Chase Simon,2890676.74,33,356,12904.806875
CUST0353,Kathryn Vaughn,2888908.97,43,583,12452.193836206898
CUST0117,Aaron Schroeder,2884321.01,38,332,11491.318764940239
CUST0306,Ryan Martin,2882805.61,38,216,10079.739895104894
CUST0985,Shane Bowman,2877508.93,43,683,8936.363136645963
CUST0012,John Wheeler,2876355.37,27,241,17646.351963190184
CUST0525,Catherine Villarreal,2871384.5,53,280,11767.969262295082
CUST0566,Tyrone Nichols,2870470.76,41,49,10143.006219081271
CUST0374,Mark Wallace,2861570.92,40,97,15897.616222222223
CUST0356,James Ritter,2861451.25,42,522,9667.065033783783
CUST0110,Jesse Sullivan,2857700.79,47,729,10991.156884615384
CUST0747,Bethany Sanchez,2853978.93,38,89,11601.54036585366
CUST0363,Jesse Matthews,2853049.92,38,632,11692.827540983608
CUST0531,Thomas Martin,2845213.34,38,577,10656.229737827714
CUST0339,Rodney Jones,2842852.41,45,299,9571.893636363637
CUST0567,Tyler Munoz,2842734.3,41,30,8336.4642228739
CUST0908,Douglas Reeves,2842507.83,38,667,17546.34462962963
CUST0571,Sandra Smith,2837645.14,53,278,9956.649614035088
CUST0875,John Gomez,2837349.05,37,103,12554.641814159291
CUST0279,Brandon Carter,2834849.77,41,342,9609.660237288135
CUST0390,Erica Randolph,2833040.24,29,210,13363.397358490565
CUST0901,Ronald Bell,2831893.45,39,34,13421.29597156398
CUST0375,Timothy Fernandez,2827312.74,48,571,10628.995263157894
CUST0830,William Steele,2821827.9,35,412,12110.849356223176
CUST0378,Julie Sweeney,2821231.01,32,690,11804.313849372385
CUST0416,Christopher Higgins,2819514.47,36,520,10802.737432950193
CUST0924,Dakota Juarez,2817021.48,41,649,13414.388
CUST0073,Teresa Day,2816652.75,34,510,13807.121323529413
CUST0210,James Washington,2816168.49,38,571,11637.059876033058
CUST0242,Brittany Mueller,2814164.61,43,604,9443.505402684565
CUST0752,Christina Bowen,2813932.36,36,124,10122.058848920862
CUST0681,Kristina Griffith,2813298.16,40,358,10230.175127272727
CUST0554,Jessica Conway,2813045.65,41,246,12671.376801801802
CUST0590,Christopher Chapman,2812531.09,39,333,9191.278071895425
CUST0066,Paul Brooks,2808501.09,28,125,12002.14141025641
CUST0545,David Douglas,2805410.68,42,189,11497.584754098361
CUST0806,Lisa Turner,2797860.33,35,45,10719.771379310345
CUST0058,Marie Jones,2790710.16,43,497,9302.3672
CUST0045,Nathan Avery,2790610.9,50,408,8330.181791044775
CUST0377,Jillian Collins,2788174.89,32,444,13534.829563106796
CUST0104,Kevin Snyder,2787788.31,43,206,9514.635870307167
CUST0008,Angela Chapman,2785884.27,46,243,10356.447100371746
CUST0295,Anthony Robles,2784821.72,39,262,10352.497100371747
CUST0808,David Jordan,2781473.19,33,54,11937.653175965665
CUST0722,Stephanie Browning,2778160.28,38,560,11112.64112
CUST0483,Justin Gonzalez,2777747.28,42,704,10808.355175097277
CUST0032,Charles Hall,2774905.1,43,298,12499.572522522523
CUST0209,Melissa Parsons,2772449.97,43,497,8857.667635782747
CUST0088,Morgan Miller,2771291.37,42,493,8769.909398734177
CUST0857,Timothy Estrada,2757790.18,40,13,9348.441288135593
CUST0815,Laura Hill,2752241.38,37,723,9393.31529010239
CUST0215,Jacqueline Weiss,2751898.06,51,428,8441.405092024539
CUST0518,Catherine Atkinson,2749631.22,41,475,8307.042960725075
CUST0510,Zachary Rodriguez,2741850.36,47,724,8184.627940298507
CUST0359,Craig Phillips,2740846.26,35,210,12867.822816901407
CUST0231,Evan Mitchell,2738297.36,45,116,10738.421019607844
CUST0051,Miranda Griffith,2735702.31,37,175,10441.611870229008
CUST0945,Patricia Goodwin,2726843.76,44,718,8188.72
CUST0352,Latoya Edwards,2721778.55,36,509,9651.696985815603
CUST0508,John Stark,2720846.85,37,570,12480.948853211008
CUST0796,Melissa Martinez,2717177.89,46,435,11274.597053941909
CUST0544,Kathryn Sharp,2714194.84,38,393,10900.380883534137
CUST0325,Shawn Thomas,2707559.89,41,305,8877.245540983606
CUST0756,Ronnie Keith,2704751.99,47,214,10017.599962962962
CUST0049,Joshua Schultz,2703819.17,42,153,11456.860889830508
CUST0618,Alyssa Turner,2700839.83,37,606,11691.947316017317
CUST0491,Larry Morgan,2700644.9,44,504,9409.912543554006
CUST0512,Pamela Parks,2700276.39,37,515,9891.122307692307
CUST0761,Suzanne Serrano,2699587.51,36,113,10973.932967479675
CUST0932,Kari Sanchez,2698715.06,44,320,8486.52534591195
CUST0572,Alejandro Colon,2698405.85,36,616,10969.129471544715
CUST0774,Kimberly Martinez,2696308.73,36,572,11141.771611570248
CUST0310,Elizabeth Collier,2689293.38,34,271,13118.504292682926
CUST0298,Jennifer Underwood,2687864.33,41,341,12053.203273542602
CUST0684,Kathleen Crawford,2680455.99,40,163,9573.057107142857
CUST0783,Christine Calhoun,2676152.66,36,177,10372.68472868217
CUST0750,Karla Washington,2673149.24,39,123,8940.298461538461
CUST0810,Eric Rowe,2671988.6,47,128,10687.9544
CUST0348,Nicholas Stone,2669333.65,27,581,9110.353754266212
CUST0885,Alexander Payne,2661587.68,41,589,12098.125818181818
CUST0701,Teresa Davis,2661474.86,42,191,8239.860247678018
CUST0170,Joseph Martin,2658301.42,53,679,10263.712046332046
CUST0198,Emily Freeman,2657869.88,45,675,8254.254285714285
CUST0977,Erin Lozano,2649935.13,46,596,9201.163645833334
CUST0336,Sandra Howard,2644907.52,43,727,8396.531809523809
CUST0261,Robert Aguirre,2643728.55,36,285,12710.233413461538
CUST0753,Nathan Brown,2642615.34,32,60,11744.957066666668
CUST0883,Whitney Allen,2639035.93,30,335,10389.905236220471
CUST0095,Rose Arnold,2637110.59,47,462,9031.200650684932
CUST0070,Nathan Hines,2632286.67,41,368,10614.059153225806
CUST0778,Jason Mathews,2631535.42,36,144,12296.894485981307
CUST0502,Dana Stevens,2625626.42,41,567,9212.724280701754
CUST0439,Aimee Allen,2624420.85,37,678,11929.185681818182
CUST0255,Denise Smith,2623053.09,45,414,8197.04090625
CUST0290,Mary Bailey,2618418.65,47,259,7417.61657223796
CUST0155,Patricia Sherman,2617787.72,44,130,9915.862575757576
CUST0767,Debra Davidson,2615955.48,44,506,9276.437872340426
CUST0823,Jamie Neal,2614258.5,44,430,8543.328431372549
CUST0167,Glenda Morse,2611087.11,52,91,7936.434984802431
CUST0782,Jessica Wade,2611018.86,40,144,8449.89922330097
CUST0678,Robert Chase,2609158.02,52,537,8003.552208588957
CUST0758,Samantha Brown,2609157.77,40,463,14027.729946236559
CUST0801,Elizabeth Gillespie,2607306.2,46,625,9378.79928057554
CUST0915,Kevin Rodriguez,2601757.07,48,437,9671.95936802974
CUST0407,Curtis Phillips,2596027.42,39,609,11094.134273504274
CUST0854,Andrew Smith,2593397.06,38,146,13231.617653061225
CUST0253,David Douglas,2591166.33,47,162,8965.973460207613
CUST0888,Melissa Arias,2589461.02,40,66,10789.420916666668
CUST0746,Kimberly Stevens,2588028.38,40,538,8430.05986970684
CUST0517,Christopher Adkins,2586903.48,31,5,11652.718378378378
CUST0850,Amber Romero,2585866.51,50,36,8030.641335403727
CUST0388,Linda Byrd,2571811.11,48,628,8718.003762711864
CUST0148,Anthony Lee,2568657.19,41,363,11947.242744186047
CUST0824,Mary Hines,2567506.93,49,158,7551.4909705882355
CUST0476,Robert Lucero,2566391.91,35,189,9435.264375
CUST0147,Dennis Mccann,2564274.15,27,356,11550.784459459459
CUST0020,John Douglas,2563916.17,38,399,9566.851380597014
CUST0177,Louis Hayes,2561395.4,31,212,15246.40119047619
CUST0952,Robert Torres,2551777.2,35,315,12758.886
CUST0696,Yesenia Wilson,2549212.14,35,674,11431.444573991032
CUST0602,Emily Carrillo,2548931.6,27,84,15263.063473053891
CUST0074,Stephanie Hill,2548847.26,33,129,11328.210044444444
CUST0764,Erin King,2545708.94,35,125,10022.476141732284
CUST0867,David Holt,2541691.34,41,519,8949.617394366198
CUST0775,Victoria Gordon,2535908.54,38,229,8453.028466666667
CUST0065,Bryan Copeland,2535128.27,45,596,9086.481254480286
CUST0345,Lindsay Bennett,2529333.48,50,700,8487.696241610738
CUST0779,Cheryl Walker,2526701.97,42,96,10313.069265306121
CUST0818,Derek Stanley,2525380.94,39,436,10265.776178861788
CUST0724,Brian Wright,2522752.25,37,623,8217.434039087948
CUST0254,Scott Vasquez,2519747.01,34,65,11505.694109589042
CUST0665,Jonathan Garcia,2518151.53,38,18,10320.293155737705
CUST0576,Patrick Hart,2517803.09,34,67,8506.09152027027
CUST0872,Mary Miller,2515266.03,40,57,8440.490033557047
CUST0921,Jared Kelley,2511770.72,32,78,9550.459011406843
CUST0963,Patrick Roman,2505708.22,35,634,11136.480977777777
CUST0252,Alex Smith,2499521.34,41,591,9023.54274368231
CUST0287,Anthony Rojas,2487755.3,48,249,8461.752721088435
CUST0332,Richard Washington,2484814.77,37,160,11192.859324324323
CUST0393,Alan Jordan,2484607.56,38,567,10709.515344827587
CUST0227,Samantha Vaughn,2483451.92,27,430,11659.398685446009
CUST0559,Scott Williams,2481366.62,39,626,10559.006893617021
CUST0330,Brianna Henry,2477116.91,30,649,13995.010790960452
CUST0565,Jonathan Suarez,2476824.35,41,451,10363.28179916318
CUST0986,Brian Rose,2475685.76,39,508,13528.337486338798
CUST0474,Wesley Andrews,2474633.27,31,536,11728.119763033175
CUST0498,Michael Coleman,2463929.23,39,492,9333.065265151516
CUST0697,Stacy May,2462896.09,41,690,8764.754768683273
CUST0951,Scott Clark,2462804.18,43,361,9508.896447876448
CUST0715,Lisa Pacheco,2460777.02,43,360,9843.10808
CUST0657,Sheila Ortega,2459443.15,43,368,9532.7253875969
CUST0294,Lisa Farrell,2456088.21,40,114,12158.852524752476
CUST0741,Tammy Santiago,2452729.13,39,576,8822.76665467626
CUST0212,Barbara Craig,2450878.41,36,73,9842.885180722891
CUST0658,Carrie York,2443282.62,30,530,10054.66098765432
CUST0526,Gary Fox,2440708.37,42,529,10430.37764957265
CUST0577,Amanda Ward,2438173.04,42,701,9235.503939393939
CUST0046,Stacy Holloway,2437745.2,46,126,9412.143629343629
CUST0317,Jennifer Moyer,2437101.01,35,152,9337.551762452107
CUST0714,Austin Gomez,2434998.04,41,534,10679.81596491228
CUST0631,Robert Jackson,2432952.71,41,78,9971.117663934427
CUST0218,Malik Wheeler,2432647.62,44,587,11314.640093023256
CUST0127,Michelle Ayala,2431973.29,25,300,10954.83463963964
CUST0496,Cassandra Levy,2431276.98,38,496,12597.290051813472
CUST0923,Vincent Morgan,2428131.24,41,185,8315.51794520548
CUST0275,Erica Rosario,2427889.95,36,724,9447.04260700389
CUST0640,Amy Valenzuela,2426947.9,35,493,9669.11513944223
CUST0653,Jessica Ward,2425660.7,38,486,9017.326022304833
CUST0193,James Moss,2425189.31,45,113,8083.964366666667
CUST0726,Christopher Armstrong,2424017.79,31,163,13245.998852459015
CUST0769,Sabrina Evans,2422925.32,44,168,8561.573568904594
CUST0542,Ryan Abbott,2421765.89,44,353,8587.822304964538
CUST0220,Bradley Jackson,2419559.42,44,564,9062.020299625468
CUST0879,Katelyn Lowery,2414959.49,45,651,9979.171446280992
CUST0323,Justin Davis,2414442.52,41,124,8653.915842293907
CUST0584,Victoria Diaz,2414264.27,47,4,10059.434458333333
CUST0236,Janet Edwards,2413905.56,44,605,11175.488703703704
CUST0837,Shawn Williams,2413039.13,38,195,10918.729095022623
CUST0009,James Davis,2407178.85,29,424,10892.211990950225
CUST0961,Richard Velasquez,2400412.66,32,702,9679.083306451614
CUST0315,Ashley Bass,2400308.46,35,376,7844.145294117647
CUST0580,Tonya Becker,2398734.12,34,157,10474.821484716156
CUST0301,Shannon Russo,2398099.68,29,445,9992.082
CUST0596,Jacob Bradshaw,2397047.69,37,583,9011.457481203008
CUST0309,Julia Payne,2393978.35,36,524,9033.880566037737
CUST0007,Jessica Cabrera,2392814.72,54,5,7768.878961038961
CUST0247,Arthur Johnson,2389464.2,32,387,12068.00101010101
CUST0015,Angela Jordan,2386479.64,31,56,10331.080692640693
CUST0003,Jeremy Roberts,2381862.04,38,243,8724.769377289378
CUST0913,Kathryn Arnold,2381206.64,38,223,12026.296161616163
CUST0920,Martin Townsend,2380245.77,46,725,7063.043827893175
CUST0402,Jonathan Phelps,2378749.93,31,94,11547.329757281554
CUST0610,Ricky Walton,2370545.42,33,225,11852.7271
CUST0539,Emily Nguyen,2370461.6,48,163,8588.628985507246
CUST0413,Jeremy Huynh,2369598.28,37,384,9516.458955823293
CUST0094,Nicholas Jacobs,2368420.16,40,578,9627.724227642277
CUST0663,Paul Lopez,2366526.83,41,583,7441.908270440252
CUST0134,Timothy Harrington,2366353.93,37,141,11772.905124378109
CUST0409,Lisa Wilson,2363940.63,41,146,11760.898656716417
CUST0900,Steven Thompson,2355440.19,35,397,11378.938115942028
CUST0646,Elizabeth Clark,2352221.21,37,526,9924.984008438818
CUST0335,Kristin Banks,2347997.33,36,119,11623.749158415842
CUST0060,Sabrina Collins,2345269.07,32,467,12343.521421052632
CUST0507,Dylan Andrade,2343016.31,34,481,12331.664789473683
CUST0831,Jeremy Bauer,2340471.66,45,587,8765.811460674156
CUST0019,Thomas Santana,2340216.07,29,554,18282.938046875
CUST0990,Christina Wheeler,2338378.19,35,698,8628.701808118081
CUST0598,Anthony Hamilton,2337597.24,36,55,12635.660756756757
CUST0428,Mary Moore,2337488.68,37,190,8754.63925093633
CUST0277,James Collier,2333597.22,33,513,9563.923032786885
CUST0958,Sonya Pierce,2332426.83,34,271,9367.176024096385
CUST0804,Paul Chandler,2327998.45,39,56,14195.1125
CUST0347,Heather Stewart,2326537.81,30,201,9269.074940239043
CUST0608,Dylan Chambers,2321946.91,51,481,6577.75328611898
CUST0865,Beverly Park,2320192.63,37,359,9915.353119658119
CUST0111,Jacob Nguyen,2318541.16,30,114,11535.030646766169
CUST0674,Leah Walker,2314423.29,36,711,10240.811017699116
CUST0190,Wendy Chan,2311191.73,35,28,9244.76692
CUST0965,Jacob Hendricks,2306354.58,39,292,9299.81685483871
CUST0528,Billy Lynch,2304131.69,45,554,9071.384606299212
CUST0594,Renee Orr,2303520.67,38,375,13315.14838150289
CUST0817,Sarah Davis,2301645.97,48,719,8369.621709090909
CUST0410,Christopher Espinoza,2298721.31,40,469,9085.854980237154
CUST0186,Shawna Olson,2298289.67,35,594,7660.965566666667
CUST0316,Angela Adams,2297310.41,31,412,12553.608797814208
CUST0241,Steven Jackson,2294746.76,44,301,8284.284332129964
CUST0609,Makayla Sanders,2291417.45,37,495,9391.05512295082
CUST0991,Christina Perez,2289960.14,37,148,10456.43899543379
CUST0711,Cathy Parks,2287498.94,34,33,11050.719516908213
CUST0432,Joseph Olson,2287420.52,36,606,8730.612671755725
CUST0834,Lisa Robles,2283867.3,39,125,8651.0125
CUST0788,Matthew Smith,2283228.88,51,598,7661.841879194631
CUST0044,Jose James,2280295.15,41,647,9621.49852320675
CUST0126,Brandon Cox,2279739.16,35,129,8602.789283018868
CUST0196,Jeremy Garcia,2272750.26,34,5,16005.283521126761
CUST0187,Daniel Simmons,2260278.66,46,430,7930.802315789474
CUST0794,Joshua Ali,2256732.62,42,275,11397.639494949495
CUST0560,James Lopez,2252568.99,31,32,13096.331337209302
CUST0504,Dominique Lopez,2251394.59,41,272,9041.745341365462
CUST0372,Anthony Young,2246659.03,38,387,10801.245336538463
CUST0168,James Christensen,2245812.99,38,658,12205.505380434783
CUST0628,Matthew Smith,2236117.62,40,474,8980.39204819277
CUST0080,Lisa Richardson,2235225.49,38,349,12147.964619565217
CUST0613,John Rivas,2223349.49,31,663,13002.043801169591
CUST0486,Lori Parker,2221805.67,46,667,7144.069678456592
CUST0327,Kristen Fisher,2217984.48,43,74,8214.757333333333
CUST0082,Jeffrey Dudley,2217141.44,46,134,7779.443649122807
CUST0425,Haley Kim,2214949.37,51,365,9425.316468085106
CUST0144,Austin Duncan,2212886.8,41,3,8577.080620155039
CUST0825,Shirley Green,2211269.87,35,568,10237.360509259259
CUST0556,Sonya Garcia,2211080.39,46,324,8670.903490196079
CUST0916,Aaron Smith,2210888.5,44,499,8704.285433070867
CUST0928,Henry Callahan,2209378.09,33,641,12996.341705882352
CUST0097,Susan Warren,2207298.69,43,460,9392.760382978724
CUST0579,Philip Harrison,2206463.35,29,47,9469.799785407726
CUST0611,Andrew Johnson,2199795.84,35,725,8906.056032388664
CUST0101,Anne Knight,2191506.77,48,24,6869.927178683385
CUST0351,Cassandra Taylor,2190923.71,35,567,10190.342837209302
CUST0108,Angela Watts,2187253.7,31,656,12219.29441340782
CUST0440,Dan Clark,2183955.0,42,62,7717.155477031803
CUST0251,Sara Cole,2183413.18,40,395,10250.766103286385
CUST0964,Alex Butler,2181074.09,30,575,16156.10437037037
CUST0689,Melanie Coleman,2178555.76,35,77,9115.296066945606
CUST0389,Isaac Andersen,2168437.05,45,676,6883.927142857143
CUST0459,Justin Harris,2166440.04,34,80,11710.486702702703
CUST0551,Kathy Roman,2164827.28,35,28,10716.966732673267
CUST0578,Robert Butler,2164138.88,35,317,8869.421639344262
CUST0371,Jacob Taylor,2156776.41,36,274,7958.584538745387
CUST0396,Christina Daniel,2155702.97,29,595,11715.777010869566
CUST0771,Shawn Jones,2154960.66,40,722,7723.873333333333
CUST0361,Marcus Sims,2153854.43,45,254,7401.561615120275
CUST0367,Steven Chavez,2153390.34,41,437,7060.296196721311
CUST0882,Diana Jackson,2151115.37,40,684,8639.017550200802
CUST0033,Troy Miller,2151108.73,39,311,10146.73929245283
CUST0197,Jason King,2140463.24,49,98,7869.3501470588235
CUST0543,Christina Morrow,2139328.22,42,278,11885.156777777778
CUST0059,Gerald Wright,2137585.31,43,684,7500.299333333333
CUST0595,Christopher Henry,2135244.48,39,493,8644.714493927126
CUST0530,Carolyn Vasquez,2133168.26,36,531,12330.452369942197
CUST0521,Sharon Morse,2132111.61,39,145,10768.240454545456
CUST0614,Joshua Cunningham,2125025.23,36,703,9703.311552511415
CUST0473,Anthony Richardson,2119153.45,34,252,10543.051990049751
CUST0988,Ellen Stevens,2111505.2,35,554,12420.618823529412
CUST0194,Jeffrey Ray,2108117.12,45,19,8170.996589147287
CUST0709,Emily Jackson,2101532.18,39,589,10832.640103092785
CUST0930,Jennifer Garcia,2100757.71,34,543,11606.396187845305
CUST0535,Robert Hernandez,2100130.11,36,326,7692.784285714286
CUST0563,Douglas Ryan,2099748.73,37,551,8570.402979591836
CUST0862,Tara Roberts,2098229.29,41,559,8426.623654618474
CUST0405,Henry Campbell,2093117.74,46,201,7168.211438356165
CUST0960,Debra May,2090899.54,29,46,8264.425059288538
CUST0699,Michael Arias,2090798.16,29,237,11121.266808510638
CUST0887,Tyler Lopez,2084947.72,44,386,7927.557870722433
CUST0679,Gregory Fry,2082748.63,35,280,10904.443089005235
CUST0612,Christina Williams,2080780.99,33,5,8224.430790513834
CUST0860,Kevin Johnson,2075768.35,37,51,8613.146680497925
CUST0675,Brenda Miller,2073522.03,41,504,9094.394868421052
CUST0461,Carolyn Rivera,2069996.94,37,441,8346.761854838709
CUST0403,Mark Potts,2069692.69,40,199,8732.880548523206
CUST0072,Tracie Conner,2068216.47,37,684,8689.985168067227
CUST0014,Matthew Watts,2061682.44,39,191,9328.879819004525
CUST0129,William Walsh,2061443.37,42,534,9456.162247706421
CUST0719,Lindsey Rodriguez,2046819.57,39,457,11063.889567567569
CUST0732,Christine Ramos,2031889.48,35,542,11952.291058823528
CUST0223,Dillon Weaver,2028041.97,30,325,14281.985704225352
CUST0670,James Phillips,2027238.51,43,620,7453.082757352941
CUST0971,Joshua West,2026508.86,38,166,8697.462918454936
CUST0773,Ryan Thompson,2025681.32,45,538,8845.769956331878
CUST0050,Matthew Chavez,2024572.81,36,139,9460.620607476636
CUST0300,Carl Fisher,2023722.53,35,651,9969.076502463055
CUST0707,Amber Stanton,2018564.09,44,286,7854.334980544747
CUST0314,Jason Wong,2012926.91,40,192,9631.22923444976
CUST0443,John Patel,2008821.41,44,267,8548.176212765957
CUST0446,Maria Turner,2006841.5,42,310,7659.7003816793895
CUST0648,Leroy Sexton,2004735.25,45,86,9071.200226244344
CUST0649,Crystal Dawson,2002037.49,40,82,9625.180240384616
CUST0929,Deanna Kelly,2001612.49,33,512,11437.785657142857
CUST0927,Ernest Ramirez,2001499.66,49,89,8895.554044444445
CUST0871,Sara Cochran,1996677.99,41,346,11280.666610169492
CUST0762,Willie Jones,1991539.4,38,385,9762.448039215686
CUST0272,Eddie Mitchell,1991015.31,35,702,8261.474315352698
CUST0364,Jocelyn Murphy,1985159.43,27,147,8556.721681034483
CUST0054,Adrian Turner,1984752.96,36,455,9923.7648
CUST0755,Jonathan Sullivan,1984264.19,34,726,8779.930044247787
CUST0777,James Johnson,1984172.06,28,221,8098.6614693877555
CUST0569,Tracy Henry,1983626.05,36,192,8513.41652360515
CUST0523,Dustin Baker,1977814.43,34,662,11432.453352601156
CUST0243,Bryan Robinson,1976922.2,32,582,11044.25810055866
CUST0052,Joseph White,1972339.46,37,458,10957.441444444445
CUST0822,Vicki Scott,1970530.89,32,29,10481.547287234043
CUST0369,Erica Terry,1970443.55,35,442,7788.31442687747
CUST0422,Franklin Bailey,1969084.48,37,247,8950.384
CUST0866,John Newman,1968715.65,36,335,11379.859248554912
CUST0500,Scott Page,1966253.64,37,120,11108.777627118645
CUST0368,Nicole Riddle,1962200.3,40,223,8531.305652173913
CUST0588,Michelle Brown,1955584.35,46,219,7550.518725868726
CUST0448,Dylan Becker,1950344.44,37,694,8668.197511111111
CUST0710,Jodi Bradford,1950128.37,42,602,8442.114155844156
CUST0841,Norma Bailey,1944999.39,41,680,8311.963205128206
CUST0057,Steven Elliott,1943403.71,33,271,8714.814843049327
CUST0079,Carrie Morales,1943323.24,47,52,6794.836503496504
CUST0962,Kimberly Ramirez,1941487.54,37,551,8946.947188940092
CUST0652,Melissa Frost,1937571.55,31,52,11464.920414201182
CUST0881,Richard Juarez,1934930.2,38,596,8095.942259414226
CUST0925,Mary Moses,1932696.82,38,4,8989.28753488372
CUST0906,Ellen Salazar,1927643.39,36,367,9223.174114832536
CUST0736,Michael Schmidt,1926232.67,39,344,8411.496375545852
CUST0237,James Mclean,1926154.43,45,505,9395.875268292682
CUST0467,Stephanie Smith,1923616.9,34,719,7370.17969348659
CUST0484,Nancy Contreras,1921722.84,37,248,7448.538139534884
CUST0384,William Cox,1917753.13,35,311,6752.651866197183
CUST0728,Sandra Choi,1914255.81,38,281,7750.023522267206
CUST0240,Christian Livingston,1903423.05,44,446,7583.358764940239
CUST0807,Juan Moore,1903253.39,44,97,10070.123756613757
CUST0386,James Soto,1899579.82,41,676,8152.703090128755
CUST0224,Scott Peck,1898535.19,34,564,8363.59114537445
CUST0727,Timothy Valdez,1890804.6,39,288,8011.883898305085
CUST0637,Jennifer Nelson,1883378.78,34,278,9232.248921568627
CUST0263,Sara Thompson,1880389.36,49,587,7738.227818930041
CUST0954,Jacqueline Church,1878540.06,55,710,7730.617530864198
CUST0010,Tanya House,1878395.31,52,12,6544.931393728223
CUST0179,Patricia Fernandez,1877036.93,38,248,8771.200607476636
CUST0324,Michael Williams,1874973.19,28,514,10358.967900552487
CUST0720,Andrew Martin,1872526.21,40,633,7581.077773279352
CUST0574,Joanna Ramos,1871651.28,35,73,9697.675025906736
CUST0005,Jeffrey Bright,1869103.83,40,235,7133.984083969465
CUST0772,Matthew Edwards,1864281.07,38,159,7254.011945525292
CUST0338,Emily Santos,1863832.8,42,501,7455.3312
CUST0226,Kimberly Franklin,1859834.75,40,353,7293.469607843137
CUST0083,James Ryan,1855815.84,35,694,8631.70158139535
CUST0418,Teresa Freeman,1854662.73,28,363,10303.681833333332
CUST0597,Connie Peters,1854107.44,31,34,9364.17898989899
CUST0299,Christopher Carson,1850674.69,43,388,6879.83156133829
CUST0723,Robert Burns,1850538.42,35,601,8939.799130434783
CUST0934,Christopher Harris,1848647.87,41,563,10157.405879120879
CUST0936,Michael Stewart,1846971.21,32,542,7961.082801724138
CUST0479,Katherine Mckay,1845122.88,42,611,8311.364324324324
CUST0749,Manuel Dixon,1843657.0,39,257,9552.626943005182
CUST0669,Christopher Aguilar,1840841.6,46,16,8254.895067264573
CUST0411,Julie Wilson,1840140.83,35,625,10000.765380434783
CUST0703,Amy Ferrell,1832717.26,45,438,7968.335913043478
CUST0897,Robert Griffin,1829884.64,31,330,8840.022415458938
CUST0693,Scott Curry,1827683.72,44,127,8786.940961538461
CUST0868,Brianna Brown,1824560.89,43,228,6634.766872727273
CUST0931,John Jones,1814908.45,34,150,9259.736989795918
CUST0798,John Sanford,1814103.44,42,46,7227.503745019921
CUST0992,Robin Ramos,1813215.25,44,598,7281.9889558232935
CUST0200,Diana Mcclure,1802790.8,36,20,9851.315846994536
CUST0950,Blake Gibson,1801706.59,45,566,6212.7813448275865
CUST0864,Allison Walsh,1801677.94,38,168,7902.096228070175
